FILE,x1,y1,x2,y2,SPECIES
DPP_00417.JPG,2460,648,2514,715,Elephant
DPP_00417.JPG,2399,674,2423,732,Elephant
DPP_00417.JPG,2264,668,2310,739,Elephant
DPP_00417.JPG,2295,646,2323,691,Elephant
DPP_00417.JPG,2281,606,2354,667,Elephant
DPP_00417.JPG,2258,603,2289,635,Elephant
DPP_00417.JPG,2249,593,2273,621,Elephant
DPP_00417.JPG,2214,509,2280,561,Elephant
DPP_00417.JPG,4123,1034,4194,1105,Elephant
DPP_00417.JPG,4232,1068,4284,1121,Elephant
DPP_00417.JPG,3877,1415,3973,1480,Elephant
DPP_00418.JPG,1186,1200,1312,1289,Elephant
DPP_00418.JPG,1954,829,2035,919,Elephant
DPP_00419.JPG,2185,1278,2233,1319,Zebra
DPP_00419.JPG,2164,1261,2219,1313,Zebra
DPP_00420.JPG,1562,2560,1642,2637,Zebra
DPP_00420.JPG,1504,2318,1539,2422,Zebra
DPP_00420.JPG,1348,2194,1376,2277,Zebra
DPP_00420.JPG,1375,2117,1410,2208,Zebra
DPP_00420.JPG,1378,2083,1416,2148,Zebra
DPP_00420.JPG,1352,2056,1382,2157,Zebra
DPP_00420.JPG,1325,2043,1359,2113,Zebra
DPP_00420.JPG,688,1314,722,1391,Zebra
DPP_00422.JPG,481,2024,506,2086,Zebra
DPP_00422.JPG,611,1970,643,2055,Zebra
DPP_00422.JPG,569,2019,625,2107,Zebra
DPP_00422.JPG,551,1981,601,2037,Zebra
DPP_00422.JPG,526,1999,579,2029,Zebra
DPP_00422.JPG,520,2011,592,2063,Zebra
DPP_00422.JPG,511,2024,543,2088,Zebra
DPP_00423.JPG,41,1782,64,1829,Zebra
DPP_00423.JPG,21,1861,62,1937,Zebra
DPP_00423.JPG,210,1956,266,2033,Zebra
DPP_00423.JPG,235,1825,272,1873,Zebra
DPP_00423.JPG,266,1798,317,1835,Zebra
DPP_00423.JPG,292,1815,350,1891,Zebra
DPP_00423.JPG,358,1867,430,1925,Zebra
DPP_00423.JPG,366,1848,410,1885,Zebra
DPP_00423.JPG,552,1658,578,1729,Zebra
DPP_00423.JPG,533,1601,585,1664,Zebra
DPP_00423.JPG,696,1595,733,1668,Zebra
DPP_00423.JPG,732,1641,762,1694,Zebra
DPP_00423.JPG,776,1586,834,1653,Zebra
DPP_00423.JPG,849,1609,880,1671,Zebra
DPP_00423.JPG,863,1629,920,1700,Zebra
DPP_00423.JPG,1264,1507,1296,1564,Zebra
DPP_00423.JPG,1230,1617,1266,1688,Zebra
DPP_00423.JPG,1137,1403,1176,1438,Zebra
DPP_00423.JPG,1098,1420,1162,1491,Zebra
DPP_00423.JPG,959,1185,1012,1244,Zebra
DPP_00423.JPG,854,1021,906,1071,Zebra
DPP_00423.JPG,953,1027,978,1092,Zebra
DPP_00423.JPG,1759,394,1813,442,Zebra
DPP_00423.JPG,1872,594,1891,635,Zebra
DPP_00423.JPG,1894,611,1918,673,Zebra
DPP_00423.JPG,2025,654,2078,702,Zebra
DPP_00423.JPG,1951,733,1974,781,Zebra
DPP_00423.JPG,1883,777,1914,839,Zebra
DPP_00423.JPG,2298,791,2326,852,Zebra
DPP_00423.JPG,2501,857,2555,902,Zebra
DPP_00423.JPG,2613,752,2638,811,Zebra
DPP_00423.JPG,2605,727,2648,785,Zebra
DPP_00423.JPG,2649,714,2671,751,Zebra
DPP_00423.JPG,2668,685,2690,748,Zebra
DPP_00423.JPG,2959,853,3001,904,Zebra
DPP_00423.JPG,2992,839,3043,891,Zebra
DPP_00423.JPG,3051,765,3115,809,Zebra
DPP_00423.JPG,3019,713,3069,769,Zebra
DPP_00423.JPG,3353,288,3415,337,Zebra
DPP_00423.JPG,3313,344,3362,392,Zebra
DPP_00427.JPG,648,351,715,408,Elephant
DPP_00427.JPG,766,242,813,312,Elephant
DPP_00427.JPG,1503,734,1590,800,Elephant
DPP_00427.JPG,1578,690,1673,756,Elephant
DPP_00427.JPG,1740,1149,1849,1231,Elephant
DPP_00427.JPG,2265,1451,2403,1543,Elephant
DPP_00427.JPG,3608,1570,3699,1694,Elephant
DPP_00427.JPG,4232,1493,4365,1597,Elephant
DPP_00428.JPG,241,1861,332,1995,Elephant
DPP_00428.JPG,2571,2592,2659,2700,Elephant
DPP_00428.JPG,2557,2559,2635,2623,Elephant
DPP_00428.JPG,2521,2487,2657,2592,Elephant
DPP_00429.JPG,644,1618,722,1753,Elephant
DPP_00429.JPG,629,1478,672,1562,Elephant
DPP_00429.JPG,581,1451,636,1565,Elephant
DPP_00429.JPG,674,1319,763,1409,Elephant
DPP_00429.JPG,2338,1766,2462,1870,Elephant
DPP_00429.JPG,2218,1581,2262,1689,Elephant
DPP_00429.JPG,2090,1418,2160,1495,Elephant
DPP_00429.JPG,2421,1352,2493,1481,Elephant
DPP_00429.JPG,1961,1568,2031,1690,Elephant
DPP_00430.JPG,3324,599,3369,681,Elephant
DPP_00430.JPG,3269,616,3291,656,Elephant
DPP_00430.JPG,3173,529,3205,591,Elephant
DPP_00430.JPG,3218,491,3252,561,Elephant
DPP_00431.JPG,1347,268,1418,316,Elephant
DPP_00431.JPG,1303,291,1356,337,Elephant
DPP_00431.JPG,1339,315,1381,370,Elephant
DPP_00431.JPG,1324,333,1353,369,Elephant
DPP_00431.JPG,1311,311,1350,344,Elephant
DPP_00431.JPG,1358,295,1411,327,Elephant
DPP_00437.JPG,3226,2056,3318,2227,Giraffe
DPP_00437.JPG,1537,788,1622,909,Giraffe
DPP_00437.JPG,1438,1592,1503,1689,Giraffe
DPP_00437.JPG,1780,1591,1859,1744,Giraffe
DPP_00437.JPG,2321,1056,2400,1168,Giraffe
DPP_00437.JPG,2048,982,2115,1072,Giraffe
DPP_00439.JPG,2208,1233,2256,1276,Zebra
DPP_00439.JPG,1735,865,1765,902,Zebra
DPP_00439.JPG,1728,880,1772,935,Zebra
DPP_00439.JPG,1770,895,1791,958,Zebra
DPP_00439.JPG,1780,958,1808,1015,Zebra
DPP_00439.JPG,1811,1008,1849,1055,Zebra
DPP_00439.JPG,1801,1023,1826,1069,Zebra
DPP_00439.JPG,1910,1081,1963,1134,Zebra
DPP_00439.JPG,2073,1205,2097,1275,Zebra
DPP_00439.JPG,2066,1202,2115,1241,Zebra
DPP_00439.JPG,2072,1281,2135,1323,Zebra
DPP_00439.JPG,2132,1267,2163,1302,Zebra
DPP_00439.JPG,2204,1232,2259,1280,Zebra
DPP_00439.JPG,2273,1220,2326,1263,Zebra
DPP_00439.JPG,2840,780,2885,823,Zebra
DPP_00439.JPG,2806,804,2827,846,Zebra
DPP_00439.JPG,2793,800,2812,850,Zebra
DPP_00439.JPG,2774,807,2792,837,Zebra
DPP_00439.JPG,2709,807,2761,844,Zebra
DPP_00439.JPG,2664,780,2686,837,Zebra
DPP_00439.JPG,2622,786,2672,821,Zebra
DPP_00439.JPG,2623,777,2662,794,Zebra
DPP_00439.JPG,1649,609,1672,656,Zebra
DPP_00439.JPG,1662,634,1682,688,Zebra
DPP_00444.JPG,826,1772,902,1836,Elephant
DPP_00444.JPG,872,1668,948,1757,Elephant
DPP_00444.JPG,944,1713,996,1770,Elephant
DPP_00444.JPG,968,1748,1020,1813,Elephant
DPP_00444.JPG,1003,1812,1037,1856,Elephant
DPP_00444.JPG,1024,1805,1136,1893,Elephant
DPP_00444.JPG,1064,1747,1129,1817,Elephant
DPP_00444.JPG,1116,1741,1174,1827,Elephant
DPP_00444.JPG,1117,1709,1184,1774,Elephant
DPP_00444.JPG,1175,1704,1242,1805,Elephant
DPP_00444.JPG,1190,1801,1251,1851,Elephant
DPP_00444.JPG,1234,1763,1262,1807,Elephant
DPP_00444.JPG,1261,1730,1329,1812,Elephant
DPP_00444.JPG,1241,1792,1346,1882,Elephant
DPP_00444.JPG,1247,1612,1305,1695,Elephant
DPP_00445.JPG,183,863,265,927,Elephant
DPP_00445.JPG,362,941,419,987,Elephant
DPP_00445.JPG,417,955,481,1012,Elephant
DPP_00445.JPG,333,978,423,1041,Elephant
DPP_00445.JPG,407,986,440,1029,Elephant
DPP_00445.JPG,247,1006,329,1065,Elephant
DPP_00445.JPG,300,1033,363,1077,Elephant
DPP_00445.JPG,317,1014,363,1050,Elephant
DPP_00445.JPG,684,801,760,865,Elephant
DPP_00445.JPG,1215,595,1276,665,Elephant
DPP_00451.JPG,2429,1257,2510,1345,Elephant
DPP_00451.JPG,2612,1193,2645,1256,Elephant
DPP_00451.JPG,2632,1154,2710,1239,Elephant
DPP_00451.JPG,3093,1103,3142,1137,Elephant
DPP_00451.JPG,3130,1111,3170,1166,Elephant
DPP_00451.JPG,3174,1135,3265,1237,Elephant
DPP_00451.JPG,3072,1075,3175,1123,Elephant
DPP_00451.JPG,3673,1028,3755,1099,Elephant
DPP_00452.JPG,2105,628,2158,701,Elephant
DPP_00452.JPG,2623,540,2659,619,Elephant
DPP_00452.JPG,2358,530,2392,575,Elephant
DPP_00452.JPG,2240,488,2296,549,Elephant
DPP_00452.JPG,2219,509,2250,565,Elephant
DPP_00452.JPG,2341,488,2379,526,Elephant
DPP_00452.JPG,2365,471,2414,534,Elephant
DPP_00452.JPG,2397,496,2431,568,Elephant
DPP_00452.JPG,2400,448,2460,509,Elephant
DPP_00452.JPG,2304,412,2376,461,Elephant
DPP_00452.JPG,2158,437,2197,502,Elephant
DPP_00454.JPG,1320,2104,1524,2245,Elephant
DPP_00463.JPG,1790,792,1833,842,Elephant
DPP_00464.JPG,813,1370,857,1461,Elephant
DPP_00464.JPG,836,1196,889,1282,Elephant
DPP_00464.JPG,965,1189,999,1225,Elephant
DPP_00464.JPG,996,1196,1030,1234,Elephant
DPP_00464.JPG,1039,1162,1148,1219,Elephant
DPP_00464.JPG,1014,1145,1086,1197,Elephant
DPP_00464.JPG,1201,1234,1260,1283,Elephant
DPP_00464.JPG,1309,1025,1364,1080,Elephant
DPP_00464.JPG,1055,1024,1117,1094,Elephant
DPP_00464.JPG,1005,1058,1062,1114,Elephant
DPP_00464.JPG,928,1123,987,1156,Elephant
DPP_00464.JPG,877,1115,931,1155,Elephant
DPP_00464.JPG,1257,886,1347,942,Elephant
DPP_00464.JPG,1025,642,1114,706,Elephant
DPP_00464.JPG,1212,787,1300,853,Elephant
DPP_00464.JPG,509,688,613,750,Elephant
DPP_00464.JPG,231,706,300,774,Elephant
DPP_00464.JPG,250,670,309,713,Elephant
DPP_00464.JPG,159,644,229,695,Elephant
DPP_00464.JPG,47,710,102,776,Elephant
DPP_00464.JPG,348,496,420,549,Elephant
DPP_00464.JPG,1896,2384,2017,2478,Elephant
DPP_00464.JPG,2171,2393,2288,2477,Elephant
DPP_00464.JPG,2301,2481,2349,2582,Elephant
DPP_00464.JPG,2331,2461,2388,2561,Elephant
DPP_00464.JPG,2384,2486,2414,2564,Elephant
DPP_00464.JPG,2583,2536,2697,2629,Elephant
DPP_00464.JPG,3535,2666,3616,2785,Elephant
DPP_00464.JPG,2215,331,2246,390,Elephant
DPP_00464.JPG,2183,277,2214,325,Elephant
DPP_00464.JPG,2074,253,2112,293,Elephant
DPP_00464.JPG,2127,257,2154,291,Elephant
DPP_00464.JPG,2307,130,2335,170,Elephant
DPP_00464.JPG,2672,111,2702,144,Elephant
DPP_00464.JPG,2740,114,2770,153,Elephant
DPP_00465.JPG,1710,1803,1804,1884,Elephant
DPP_00465.JPG,2006,1473,2055,1516,Elephant
DPP_00465.JPG,2094,1436,2165,1502,Elephant
DPP_00465.JPG,1703,1328,1803,1424,Elephant
DPP_00465.JPG,1841,1286,1935,1352,Elephant
DPP_00465.JPG,2839,661,2895,726,Elephant
DPP_00465.JPG,2901,729,2950,783,Elephant
DPP_00465.JPG,3281,797,3392,866,Elephant
DPP_00465.JPG,3206,2692,3262,2819,Elephant
DPP_00465.JPG,3491,2311,3630,2427,Elephant
DPP_00465.JPG,4134,1368,4248,1442,Elephant
DPP_00468.JPG,1958,1524,2000,1591,Elephant
DPP_00468.JPG,1770,1716,1804,1785,Elephant
DPP_00468.JPG,1713,1707,1782,1758,Elephant
DPP_00468.JPG,1774,1672,1827,1730,Elephant
DPP_00468.JPG,1800,1644,1844,1722,Elephant
DPP_00468.JPG,1769,1634,1819,1685,Elephant
DPP_00468.JPG,1682,1663,1757,1711,Elephant
DPP_00468.JPG,1672,1652,1743,1679,Elephant
DPP_00469.JPG,2,2070,98,2150,Elephant
DPP_00469.JPG,118,1961,231,2054,Elephant
DPP_00469.JPG,325,1839,395,1912,Elephant
DPP_00469.JPG,549,1661,604,1730,Elephant
DPP_00469.JPG,583,1630,670,1733,Elephant
DPP_00469.JPG,599,1783,679,1907,Elephant
DPP_00469.JPG,688,1854,808,1968,Elephant
DPP_00469.JPG,763,1806,833,1869,Elephant
DPP_00469.JPG,793,1863,857,1920,Elephant
DPP_00469.JPG,818,1835,854,1883,Elephant
DPP_00469.JPG,877,1809,956,1927,Elephant
DPP_00469.JPG,869,1704,933,1795,Elephant
DPP_00469.JPG,754,1786,861,1827,Elephant
DPP_00469.JPG,1029,1609,1097,1700,Elephant
DPP_00469.JPG,645,1516,705,1605,Elephant
DPP_00469.JPG,757,1507,818,1588,Elephant
DPP_00469.JPG,781,1464,851,1565,Elephant
DPP_00469.JPG,674,388,748,460,Elephant
DPP_00469.JPG,619,375,709,455,Elephant
DPP_00469.JPG,415,143,454,195,Elephant
DPP_00469.JPG,1047,22,1082,58,Elephant
DPP_00469.JPG,968,160,1054,203,Elephant
DPP_00470.JPG,1213,2178,1267,2298,Elephant
DPP_00470.JPG,1260,2224,1288,2265,Elephant
DPP_00470.JPG,1576,2397,1668,2510,Elephant
DPP_00470.JPG,2200,2458,2270,2542,Elephant
DPP_00470.JPG,2145,2402,2235,2510,Elephant
DPP_00470.JPG,2168,2347,2240,2423,Elephant
DPP_00470.JPG,2559,2443,2601,2491,Elephant
DPP_00470.JPG,2514,2388,2575,2527,Elephant
DPP_00470.JPG,2568,2354,2625,2439,Elephant
DPP_00470.JPG,2635,2247,2711,2340,Elephant
DPP_00470.JPG,2134,2148,2248,2229,Elephant
DPP_00470.JPG,2758,2104,2805,2185,Elephant
DPP_00470.JPG,3017,2045,3103,2166,Elephant
DPP_00470.JPG,3148,2108,3249,2216,Elephant
DPP_00470.JPG,3260,2116,3308,2202,Elephant
DPP_00470.JPG,3243,2092,3284,2136,Elephant
DPP_00470.JPG,3198,2060,3243,2118,Elephant
DPP_00470.JPG,3152,2040,3241,2089,Elephant
DPP_00470.JPG,3318,2061,3418,2189,Elephant
DPP_00470.JPG,3229,1959,3301,2067,Elephant
DPP_00470.JPG,3314,1856,3391,1930,Elephant
DPP_00470.JPG,2859,1935,2891,1994,Elephant
DPP_00470.JPG,2871,1901,2938,1999,Elephant
DPP_00470.JPG,2853,1783,2918,1874,Elephant
DPP_00470.JPG,2958,1769,3011,1829,Elephant
DPP_00470.JPG,2959,1725,3063,1816,Elephant
DPP_00470.JPG,947,1572,1052,1660,Elephant
DPP_00470.JPG,1400,1473,1492,1534,Elephant
DPP_00470.JPG,1160,1255,1265,1333,Elephant
DPP_00470.JPG,1247,1278,1334,1324,Elephant
DPP_00470.JPG,1231,1191,1296,1269,Elephant
DPP_00470.JPG,1386,1213,1491,1288,Elephant
DPP_00470.JPG,1509,1189,1583,1248,Elephant
DPP_00470.JPG,2105,686,2149,762,Elephant
DPP_00470.JPG,2043,664,2119,732,Elephant
DPP_00470.JPG,1999,651,2063,700,Elephant
DPP_00470.JPG,1665,448,1705,505,Elephant
DPP_00470.JPG,2133,323,2182,357,Elephant
DPP_00470.JPG,2165,348,2201,377,Elephant
DPP_00470.JPG,2282,462,2314,487,Elephant
DPP_00470.JPG,2321,419,2374,452,Elephant
DPP_00470.JPG,2603,194,2637,232,Elephant
DPP_00470.JPG,1102,403,1155,455,Elephant
DPP_00471.JPG,372,2028,534,2144,Elephant
DPP_00471.JPG,1484,2165,1551,2265,Elephant
DPP_00471.JPG,1329,2127,1496,2224,Elephant
DPP_00471.JPG,1395,2103,1467,2139,Elephant
DPP_00471.JPG,1403,2018,1522,2114,Elephant
DPP_00471.JPG,1535,2038,1658,2134,Elephant
DPP_00471.JPG,1650,2043,1717,2105,Elephant
DPP_00471.JPG,1724,1991,1812,2100,Elephant
DPP_00471.JPG,1495,813,1564,866,Elephant
DPP_00471.JPG,1478,801,1535,852,Elephant
DPP_00471.JPG,1505,775,1591,839,Elephant
DPP_00471.JPG,1744,1851,1831,1940,Elephant
DPP_00471.JPG,2171,1642,2280,1747,Elephant
DPP_00471.JPG,2283,1625,2323,1690,Elephant
DPP_00471.JPG,4284,1946,4359,2060,Elephant
DPP_00471.JPG,3762,1745,3831,1846,Elephant
DPP_00471.JPG,3792,1796,3859,1843,Elephant
DPP_00471.JPG,3073,1177,3163,1261,Elephant
DPP_00471.JPG,3421,1078,3522,1145,Elephant
DPP_00471.JPG,3121,804,3173,867,Elephant
DPP_00471.JPG,3122,858,3229,933,Elephant
DPP_00471.JPG,3212,879,3329,961,Elephant
DPP_00471.JPG,3293,823,3340,877,Elephant
DPP_00471.JPG,3318,812,3385,886,Elephant
DPP_00471.JPG,3387,801,3442,863,Elephant
DPP_00471.JPG,3055,58,3103,112,Elephant
DPP_00471.JPG,3526,264,3588,315,Elephant
DPP_00471.JPG,3601,79,3638,127,Elephant
DPP_00471.JPG,3686,47,3741,109,Elephant
DPP_00472.JPG,670,406,714,468,Elephant
DPP_00472.JPG,947,245,998,338,Elephant
DPP_00472.JPG,991,243,1046,274,Elephant
DPP_00472.JPG,1064,225,1138,311,Elephant
DPP_00472.JPG,1182,242,1271,328,Elephant
DPP_00472.JPG,1154,242,1210,312,Elephant
DPP_00472.JPG,1174,222,1226,249,Elephant
DPP_00472.JPG,1226,203,1297,269,Elephant
DPP_00473.JPG,2090,2386,2183,2512,Elephant
DPP_00473.JPG,2239,2390,2304,2442,Elephant
DPP_00473.JPG,2283,2416,2365,2483,Elephant
DPP_00474.JPG,3259,2443,3425,2534,Elephant
DPP_00474.JPG,3325,2219,3414,2341,Elephant
DPP_00474.JPG,3352,2283,3411,2343,Elephant
DPP_00474.JPG,3325,2335,3448,2426,Elephant
DPP_00474.JPG,3430,2369,3522,2431,Elephant
DPP_00474.JPG,3385,2394,3476,2479,Elephant
DPP_00474.JPG,3486,2429,3569,2516,Elephant
DPP_00474.JPG,3509,2395,3630,2510,Elephant
DPP_00475.JPG,1492,804,1548,864,Elephant
DPP_00475.JPG,1472,819,1505,853,Elephant
DPP_00475.JPG,1610,740,1651,770,Elephant
DPP_00475.JPG,1619,725,1677,775,Elephant
DPP_00476.JPG,2565,1972,2625,2075,Elephant
DPP_00476.JPG,2447,2070,2484,2125,Elephant
DPP_00476.JPG,2417,2040,2473,2109,Elephant
DPP_00476.JPG,1779,2306,1863,2384,Elephant
DPP_00476.JPG,1759,2314,1783,2366,Elephant
DPP_00476.JPG,1726,2290,1770,2375,Elephant
DPP_00476.JPG,1733,2263,1834,2315,Elephant
DPP_00476.JPG,1788,2246,1872,2309,Elephant
DPP_00477.JPG,2534,839,2586,884,Elephant
DPP_00477.JPG,2620,806,2664,865,Elephant
DPP_00477.JPG,2532,794,2566,828,Elephant
DPP_00477.JPG,2564,811,2621,842,Elephant
DPP_00477.JPG,2578,833,2621,869,Elephant
DPP_00477.JPG,1789,933,1830,974,Elephant
DPP_00478.JPG,1386,985,1482,1068,Elephant
DPP_00478.JPG,2231,1136,2274,1211,Elephant
DPP_00488.JPG,2350,1123,2404,1245,Giraffe
DPP_00488.JPG,2397,971,2463,1041,Giraffe
DPP_00488.JPG,1857,977,1886,1048,Giraffe
DPP_00488.JPG,1689,746,1720,857,Giraffe
DPP_00489.JPG,1200,1805,1254,1877,Elephant
DPP_00489.JPG,1779,1862,1926,1936,Elephant
DPP_00489.JPG,1819,1913,1868,1980,Elephant
DPP_00489.JPG,1742,1951,1857,2021,Elephant
DPP_00489.JPG,1734,1587,1850,1661,Elephant
DPP_00490.JPG,1226,1405,1303,1531,Elephant
DPP_00490.JPG,1497,1540,1593,1648,Elephant
DPP_00490.JPG,2676,769,2804,854,Elephant
DPP_00492.JPG,4370,2141,4539,2249,Elephant
DPP_00492.JPG,4390,1804,4449,1890,Elephant
DPP_00492.JPG,4510,1853,4600,1976,Elephant
DPP_00492.JPG,4459,1862,4516,1902,Elephant
DPP_00492.JPG,4444,1613,4495,1732,Elephant
DPP_00492.JPG,4385,1522,4488,1581,Elephant
DPP_00492.JPG,4494,1525,4600,1618,Elephant
DPP_00492.JPG,4124,1332,4204,1406,Elephant
DPP_00492.JPG,3967,1167,4096,1262,Elephant
DPP_00492.JPG,4103,972,4148,1082,Elephant
DPP_00492.JPG,4309,789,4364,874,Elephant
DPP_00492.JPG,4497,693,4562,785,Elephant
DPP_00492.JPG,4273,700,4317,749,Elephant
DPP_00492.JPG,4166,671,4260,726,Elephant
DPP_00492.JPG,4167,591,4232,648,Elephant
DPP_00492.JPG,3788,422,3864,476,Elephant
DPP_00492.JPG,3816,305,3869,345,Elephant
DPP_00492.JPG,3861,302,3930,367,Elephant
DPP_00492.JPG,2388,144,2461,202,Elephant
DPP_00492.JPG,2116,352,2201,421,Elephant
DPP_00492.JPG,1964,190,2020,249,Elephant
DPP_00492.JPG,4418,1,4444,34,Elephant
DPP_00493.JPG,1455,2015,1495,2144,Giraffe
DPP_00493.JPG,2051,1746,2145,1888,Giraffe
DPP_00493.JPG,2144,1780,2222,1943,Giraffe
DPP_00493.JPG,2059,1520,2115,1676,Giraffe
DPP_00493.JPG,2105,1458,2179,1554,Giraffe
DPP_00493.JPG,2263,1351,2384,1446,Giraffe
DPP_00493.JPG,1015,2521,1137,2625,Giraffe
DPP_00493.JPG,860,2286,967,2380,Giraffe
DPP_00493.JPG,822,2245,918,2356,Giraffe
DPP_00493.JPG,368,853,405,914,Giraffe
DPP_00493.JPG,499,705,531,735,Giraffe
DPP_00496.JPG,1822,57,1861,121,Elephant
DPP_00496.JPG,1872,126,1915,181,Elephant
DPP_00496.JPG,1925,96,1989,151,Elephant
DPP_00496.JPG,2023,83,2086,155,Elephant
DPP_00496.JPG,2118,99,2145,143,Elephant
DPP_00496.JPG,91,100,147,158,Elephant
DPP_00497.JPG,1731,1517,1801,1608,Elephant
DPP_00497.JPG,2025,1521,2076,1626,Elephant
DPP_00497.JPG,1906,1355,1954,1414,Elephant
DPP_00497.JPG,1950,1369,1977,1418,Elephant
DPP_00497.JPG,1940,1394,1966,1429,Elephant
DPP_00497.JPG,2068,1375,2104,1420,Elephant
DPP_00497.JPG,2150,1370,2195,1446,Elephant
DPP_00497.JPG,2182,1401,2216,1436,Elephant
DPP_00497.JPG,2336,1338,2433,1409,Elephant
DPP_00498.JPG,2242,1002,2273,1045,Elephant
DPP_00498.JPG,2206,987,2252,1058,Elephant
DPP_00498.JPG,2252,1113,2364,1173,Elephant
DPP_00498.JPG,2339,1165,2414,1229,Elephant
DPP_00498.JPG,2285,1169,2350,1232,Elephant
DPP_00498.JPG,2288,1213,2379,1272,Elephant
DPP_00498.JPG,2384,1225,2407,1259,Elephant
DPP_00498.JPG,2410,1242,2471,1297,Elephant
DPP_00498.JPG,2455,1079,2488,1141,Elephant
DPP_00498.JPG,2488,1053,2572,1103,Elephant
DPP_00499.JPG,3551,780,3585,801,Elephant
DPP_00499.JPG,3567,723,3611,805,Elephant
DPP_00499.JPG,3819,673,3910,729,Elephant
DPP_00499.JPG,3835,777,3904,846,Elephant
DPP_00499.JPG,3670,892,3739,950,Elephant
DPP_00499.JPG,4191,774,4227,801,Elephant
DPP_00499.JPG,4223,748,4332,813,Elephant
DPP_00500.JPG,3174,1548,3300,1640,Giraffe
DPP_00500.JPG,2495,1033,2573,1188,Giraffe
DPP_00500.JPG,352,1129,428,1216,Giraffe
DPP_00502.JPG,1510,1480,1601,1580,Elephant
DPP_00503.JPG,2031,597,2089,651,Elephant
DPP_00503.JPG,2117,644,2168,693,Elephant
DPP_00503.JPG,2274,681,2337,742,Elephant
DPP_00503.JPG,1647,526,1718,575,Elephant
DPP_00503.JPG,2262,546,2325,586,Elephant
DPP_00503.JPG,2339,608,2404,645,Elephant
DPP_00503.JPG,2375,660,2441,698,Elephant
